,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
119,nantucket,15,US,1578258000,61,41.28,-70.10,37.42,25.75
120,karratha,100,AU,1578258000,69,-20.74,116.85,84.25,10.11
121,acurenam,57,GA,1578258000,95,1.03,10.67,70.77,3.29
122,mitsamiouli,100,KM,1578258000,76,-11.38,43.28,82.71,6.62
123,fortuna,97,US,1578258000,87,40.60,-124.16,53.04,4.56
124,shingu,0,JP,1578258000,68,33.72,135.99,42.87,5.64
125,bundaberg,100,AU,1578258000,78,-24.87,152.35,79.09,10.98
126,sorong,100,ID,1578258000,98,-0.86,131.25,73.80,1.99
127,boyolangu,91,ID,1578258000,91,-8.09,111.90,74.79,1.68
128,pangody,17,RU,1578258000,92,65.85,74.49,13.28,13.58
129,oriximina,4,BR,1578258000,55,-1.77,-55.87,89.13,1.23
130,camalu,0,MX,1578258000,34,30.85,-116.07,71.11,6.13
131,tarko-sale,100,RU,1578258000,94,64.92,77.78,24.91,11.92
132,paternion,0,AT,1578258000,73,46.71,13.64,26.98,2.13
133,gunjur,0,GM,1578258000,62,13.18,-16.76,74.75,20.11
134,tombouctou,53,ML,1578258000,17,16.77,-3.01,64.22,9.98
135,iqaluit,100,CA,1578258000,89,63.75,-68.52,-19.64,5.53
136,klaksvik,100,FO,1578258000,92,62.23,-6.59,45.43,13.71
137,lyubim,79,RU,1578258000,96,58.36,40.69,25.02,4.97
138,atar,0,MR,1578258000,22,20.52,-13.05,56.75,8.41
139,renqiu,100,CN,1578258000,96,38.71,116.10,33.91,6.4
140,laguna,93,BZ,1578258000,64,16.17,-88.94,74.55,6.82
141,chara,99,GR,1578258000,84,39.42,22.43,37.85,0.83
142,buritizeiro,100,BR,1578258000,96,-17.37,-44.96,71.38,5.41
143,mandalgovi,0,MN,1578258000,94,45.76,106.27,4.14,10.56
144,olden,100,NO,1578258000,99,61.84,6.81,37.47,6.91
145,phalodi,34,IN,1578258000,36,27.13,72.36,63.64,5.3
146,esperance,33,AU,1578258000,58,-33.86,121.89,68.99,21.36
147,negotino,100,MK,1578258000,66,41.48,22.09,33.94,11.12
148,buique,100,BR,1578258000,64,-8.62,-37.16,77.79,2.24
149,pyaozerskiy,100,RU,1578258000,90,65.83,31.17,15.89,10.89
150,kathu,0,ZA,1578258000,14,-27.70,23.05,82.00,10.38
151,dabakala,18,CI,1578258000,25,8.36,-4.43,75.56,2.75
152,vostok,90,RU,1578258000,98,46.45,135.83,-5.44,3.24
153,luderitz,0,NA,1578258000,85,-26.65,15.16,63.55,24.99
154,fairbanks,91,US,1578258000,92,64.84,-147.72,-23.39,2.08
155,pangnirtung,100,CA,1578258000,89,66.15,-65.72,-33.95,1.83
156,hovd,100,NO,1578258000,99,63.83,10.70,39.72,19.62
157,burnie,0,AU,1578258000,78,-41.05,145.91,58.08,12.95
158,kenai,77,US,1578258000,96,60.55,-151.26,5.25,11.16
159,carutapera,100,BR,1578258000,80,-1.20,-46.02,81.72,16.42
160,oltu,0,TR,1578258000,71,40.55,42.00,19.18,6.46
161,dalen,87,IQ,1578258000,67,35.23,45.96,53.33,3.13
162,noyon,100,FR,1578258000,78,49.58,3.00,42.93,3.06
163,johi,41,PK,1578258000,56,26.69,67.61,56.71,5.86
164,paamiut,100,GL,1578258000,93,61.99,-49.67,19.17,11.92
165,mogok,67,MM,1578258000,99,22.92,96.51,57.24,1.81
166,dingle,63,PH,1578258000,95,11.00,122.67,72.93,10.02
167,lata,100,IN,1578258000,71,30.78,78.62,13.30,5.93
168,anadyr,0,RU,1578258000,76,64.73,177.51,-13.95,9.44
169,avera,0,US,1578258000,46,33.19,-82.53,57.65,8.72
170,montmagny,26,FR,1578258000,77,48.97,2.34,41.47,2.98
171,shitanjing,74,CN,1578258000,82,39.23,106.34,22.37,0.92
172,osa,96,RU,1578258000,97,57.28,55.46,21.07,4.68
173,yellowknife,49,CA,1578258000,94,62.45,-114.38,-14.17,6.58
174,barranca,29,PE,1578258000,87,-10.75,-77.76,71.28,10.27
175,albanel,0,CA,1578258000,87,48.88,-72.44,10.51,7.45
176,touros,52,BR,1578258000,79,-5.20,-35.46,83.64,18.79
177,kahului,10,US,1578258000,71,20.89,-156.47,77.50,24.92
178,vardo,36,US,1578258000,58,39.62,-77.74,37.24,11.25
179,gravdal,100,NO,1578258000,94,59.79,5.78,44.80,6.93
180,belmonte,0,PT,1578258000,80,40.36,-7.35,38.66,2.13
181,mugumu,100,TZ,1578258000,93,-1.84,34.67,63.18,3.13
182,talnakh,100,RU,1578258000,95,69.49,88.39,21.90,13.85
183,whitehorse,31,CA,1578258000,92,60.72,-135.06,-11.29,2.64
184,dillon,100,US,1578258000,85,45.22,-112.64,24.57,4.99
185,majalengka,39,ID,1578258000,93,-6.84,108.23,68.49,3.06
186,ravar,0,IR,1578258000,50,31.27,56.81,46.13,8.01
187,gazojak,3,TM,1578258000,67,41.19,61.40,28.67,8.68
188,asosa,0,ET,1578258000,42,10.07,34.53,68.16,5.88
189,toropets,98,RU,1578258000,91,56.50,31.64,27.39,4.41
190,carberry,0,CA,1578258000,78,49.87,-99.36,28.44,13.33
191,deming,0,US,1578258000,29,32.27,-107.76,62.28,5.21
192,dakar,0,SN,1578258000,63,14.69,-17.45,72.30,23.26
193,pedernales,61,EC,1578258000,77,0.07,-80.05,78.01,6.64
194,muhos,100,FI,1578258000,86,64.81,26.00,26.83,10.25
195,poya,0,NC,1578258000,73,-21.35,165.16,76.62,9.19
196,zyryanka,0,RU,1578258000,84,65.73,150.89,-8.52,3.11
197,price,10,US,1578258000,80,39.60,-110.81,36.37,3.87
198,margate,3,AU,1578258000,78,-43.03,147.26,53.80,13.35
199,faya,1,SA,1578258000,82,18.39,42.45,57.40,9.04
200,aripuana,51,BR,1578258000,71,-9.17,-60.63,83.14,2.8
201,livingston,0,US,1578258000,52,32.58,-88.19,60.93,5.48
202,ishigaki,83,JP,1578258000,78,24.34,124.16,70.52,18.05
203,salinopolis,100,BR,1578258000,78,-0.61,-47.36,81.30,13.69
204,viedma,76,AR,1578258000,62,-40.81,-62.99,67.30,21.85
205,rawson,42,AR,1578258000,60,-43.30,-65.11,64.76,22.15
206,huallanca,81,PE,1578258000,70,-9.90,-76.94,45.30,14.94
207,wanaka,99,NZ,1578258000,92,-44.70,169.14,54.48,7.83
208,dauphin,0,CA,1578258000,73,51.15,-100.04,27.55,14.23
209,pucallpa,47,PE,1578258000,39,-8.38,-74.54,93.94,6.02
210,skibbereen,100,IE,1578258000,85,51.55,-9.27,49.48,27.49
211,batagay,59,RU,1578258000,85,67.65,134.64,-21.06,1.97
212,berlevag,100,NO,1578258000,77,70.86,29.09,28.83,5.41
213,tchollire,0,CM,1578258000,25,8.40,14.17,71.20,1.72
214,sept-iles,43,CA,1578258000,66,50.20,-66.38,19.67,17.63
215,kaka,85,TM,1578258000,76,37.35,59.62,36.18,2.64
216,jalapa,22,GT,1578258000,61,14.63,-89.98,69.94,9.46
217,cianorte,0,BR,1578258000,81,-23.66,-52.61,83.26,2.01
218,baraboo,99,US,1578258000,81,43.47,-89.74,38.34,16.89
219,miechow,3,PL,1578258000,81,50.36,20.03,28.18,5.82
220,akureyri,80,IS,1578258000,82,65.68,-18.09,30.52,8.95
221,pisco,69,PE,1578258000,64,-13.71,-76.20,74.93,8.61
222,poltavka,52,RU,1578258000,92,54.36,71.76,14.41,10.09
223,kosa,0,JP,1578258000,63,32.67,130.82,40.53,1.03
224,nayoro,51,JP,1578258000,87,44.36,142.46,14.99,7.65
225,cherskiy,5,RU,1578258000,61,68.75,161.30,-7.71,5.35
226,georgetown,0,GY,1578258000,66,6.80,-58.16,83.30,8.93
227,tazovskiy,17,RU,1578258000,91,67.47,78.70,14.52,16.73
228,panguna,9,PG,1578258000,82,-6.32,155.48,76.05,1.45
229,narsaq,33,GL,1578258000,68,60.91,-46.05,13.66,8.3
230,upernavik,100,GL,1578258000,88,72.79,-56.15,-29.87,11.86
231,nshamba,78,TZ,1578258000,88,-1.80,31.55,69.49,2.48
232,hami,73,CN,1578258000,48,42.84,93.51,18.34,4.38
233,tuatapere,100,NZ,1578258000,97,-46.13,167.69,47.84,7.25
234,luba,39,PH,1578258000,81,17.32,120.70,67.23,6.53
235,mattru,42,SL,1578258000,75,7.62,-11.83,72.95,3.6
236,dunedin,39,NZ,1578258000,80,-45.87,170.50,51.26,35.21
237,dosso,88,NE,1578258000,24,13.05,3.19,70.07,9.95
238,nuuk,100,GL,1578258000,94,64.17,-51.74,16.86,24.85
239,saldanha,7,PT,1578258000,75,41.42,-6.55,38.03,0.6
240,ilulissat,100,GL,1578258000,93,69.22,-51.10,6.89,3.13
241,podgornoye,97,RU,1578258000,94,57.79,82.64,13.50,8.25
242,bubaque,5,GW,1578258000,57,11.28,-15.83,77.50,18.01
243,krasnogorsk,40,RU,1578258000,91,55.82,37.34,30.09,6.89
244,yerbogachen,100,RU,1578258000,92,61.28,108.01,5.65,10.6
245,launceston,1,AU,1578258000,71,-41.43,147.14,59.23,2.42
246,kibala,0,TD,1578258000,27,9.11,18.35,73.36,3.31
247,kieta,5,PG,1578258000,72,-6.22,155.63,82.26,3.89
248,mackenzie,67,CA,1578258000,77,55.34,-123.09,27.77,15.26
249,leirvik,100,NO,1578258000,97,59.78,5.50,45.23,11.72
250,kaitangata,80,NZ,1578258000,76,-46.28,169.85,48.94,38.32
251,dudinka,100,RU,1578258000,92,69.41,86.18,22.35,20.0
252,hassleholm,100,SE,1578258000,90,56.16,13.77,40.77,10.54
253,mbanza-ngungu,100,CD,1578258000,89,-5.25,14.87,71.46,0.83
254,ranong,27,TH,1578258000,82,9.96,98.62,77.32,6.73
255,mossendjo,42,CG,1578258000,93,-2.95,12.72,71.58,0.83
256,alberdi,1,AR,1578258000,27,-26.19,-58.14,100.44,9.48
257,jiaocheng,70,CN,1578258000,89,24.68,116.14,58.57,1.45
258,souillac,0,FR,1578258000,90,45.60,-0.60,39.00,7.78
259,mecca,0,SA,1578258000,55,21.43,39.83,59.47,6.87
260,sumbe,100,AO,1578258000,85,-11.20,13.84,77.56,4.14
261,usvyaty,41,RU,1578258000,87,55.75,30.75,27.12,5.03
262,opuwo,97,NA,1578258000,70,-18.06,13.84,68.99,8.95
263,ixtapa,0,MX,1578258000,23,20.71,-105.21,83.35,4.29
264,pedasi,26,PA,1578258000,72,7.53,-80.03,82.58,16.26
265,sainte-anne-des-monts,100,CA,1578258000,94,49.13,-66.49,11.53,6.29
266,daru,100,PG,1578258000,92,-9.07,143.21,75.87,6.89
267,aklavik,100,CA,1578258000,93,68.22,-135.01,-20.07,10.96
268,ianca,22,RO,1578258000,75,45.13,27.47,34.36,19.6
269,marzuq,0,YE,1578258000,71,14.40,46.47,63.23,3.06
270,wanning,0,AT,1578258000,89,48.64,13.53,29.39,1.45
271,komsomolskiy,87,RU,1578258000,94,67.55,63.78,9.59,15.82
272,northam,0,AU,1578258000,52,-31.65,116.67,60.21,4.52
273,guiratinga,64,BR,1578258000,66,-16.35,-53.76,81.66,1.19
274,cabra,0,ES,1578258000,87,37.47,-4.43,46.09,2.04
275,qaqortoq,36,GL,1578258000,70,60.72,-46.03,24.13,9.15
276,beringovskiy,89,RU,1578258000,79,63.05,179.32,-7.46,16.67
277,sangar,100,RU,1578258000,90,63.92,127.47,-7.46,11.95
278,vihari,100,PK,1578258000,54,30.03,72.35,57.38,5.53
279,yamada,0,JP,1578258000,79,36.58,137.08,31.26,3.44
280,ivanava,19,BY,1578258000,91,52.14,25.53,26.42,7.2
281,totness,0,US,1578258000,46,33.74,-80.80,56.12,7.52
282,hailey,93,US,1578258000,87,43.52,-114.32,28.56,3.56
283,solnechnyy,0,RU,1578258000,86,50.72,136.64,-2.00,2.57
284,palora,84,EC,1578258000,72,-1.70,-77.97,82.60,2.17
285,jorpeland,100,NO,1578258000,97,59.02,6.04,45.27,9.06
286,tartagal,1,AR,1578258000,24,-22.52,-63.80,97.34,7.54
287,pasni,25,PK,1578258000,75,25.26,63.48,68.16,4.76
288,copiapo,0,CL,1578258000,46,-27.37,-70.33,73.60,10.56
289,coihaique,65,CL,1578258000,79,-45.58,-72.07,52.81,10.18
290,boende,98,CD,1578258000,81,-0.28,20.88,71.28,2.73
291,xining,100,CN,1578258000,59,36.62,101.77,18.41,3.18
292,acapulco,80,MX,1578258000,63,16.86,-99.88,83.88,7.18
293,vangaindrano,15,MG,1578258000,96,-23.35,47.60,71.33,3.53
294,kloulklubed,42,PW,1578258000,81,7.04,134.26,81.95,23.24
295,lithgow,98,AU,1578258000,79,-33.48,150.16,63.95,9.37
296,micheweni,74,TZ,1578258000,75,-4.97,39.83,83.32,16.24
297,nishihara,8,JP,1578258000,32,35.74,139.53,41.40,3.58
298,sovetskiy,96,RU,1578258000,97,56.76,48.47,20.70,9.1
299,shipunovo,0,RU,1578258000,79,52.22,82.26,10.81,4.83
300,suileng,100,CN,1578258000,96,47.25,127.08,4.19,6.31
301,liyang,96,CN,1578258000,94,31.42,119.48,52.74,1.83
302,jatai,100,IN,1578258000,55,28.97,76.18,55.08,3.44
303,alofi,1,NU,1578258000,83,-19.06,-169.92,82.24,13.98
304,mansa,6,IN,1578258000,42,23.43,72.66,58.51,9.04
305,vallenar,0,CL,1578258000,56,-28.58,-70.76,69.69,11.77
306,trinidad,16,BO,1578258000,73,-14.83,-64.90,84.81,8.25
307,koszeg,0,HU,1578258000,78,47.39,16.54,30.49,7.76
308,suici,0,RO,1578258000,69,45.25,24.53,29.59,5.35
309,brae,100,GB,1578258000,96,60.40,-1.35,48.56,26.4
310,olinda,100,AU,1578258000,99,-37.84,145.39,53.82,2.01
311,nizwa,32,OM,1578258000,69,22.93,57.53,61.56,2.39
312,jatibonico,93,CU,1578258000,69,21.94,-79.17,70.48,15.86
313,doha,100,QA,1578258000,74,25.29,51.53,63.16,14.0
314,mweka,100,CD,1578258000,98,-4.85,21.56,68.41,0.38
315,taksimo,18,RU,1578258000,93,56.36,114.84,-8.28,1.86
316,vao,100,EE,1578258000,61,59.10,26.19,27.45,8.25
317,atakpame,13,TG,1578258000,24,7.53,1.13,76.93,2.17
318,boyabat,100,TR,1578258000,75,41.47,34.77,33.19,1.59
319,fenoarivo,29,MG,1578258000,95,-18.93,47.44,63.86,4.81
320,lorengau,94,PG,1578258000,72,-2.02,147.27,84.42,9.64
321,xiongzhou,100,CN,1578258000,98,32.34,118.83,51.85,3.67
322,nanortalik,0,GL,1578258000,70,60.14,-45.24,26.40,11.77
323,ridgecrest,100,US,1578258000,39,35.62,-117.67,56.68,2.57
324,katsuura,33,JP,1578258000,73,33.93,134.50,36.25,5.59
325,douentza,0,ML,1578258000,18,15.01,-2.95,60.75,5.44
326,tevriz,100,RU,1578258000,96,57.51,72.40,11.95,6.2
327,cabedelo,100,BR,1578258000,73,-6.97,-34.84,78.93,12.24
328,kyzyl-oktyabr,77,KG,1578258000,38,42.77,75.73,22.91,7.81
329,tailai,100,CN,1578258000,95,46.39,123.41,11.77,5.97
330,deputatskiy,34,RU,1578258000,82,69.30,139.90,-17.63,0.54
331,reconquista,25,AR,1578258000,16,-29.14,-59.64,97.81,5.48
332,ostrovnoy,68,RU,1578258000,92,68.05,39.51,14.47,20.92
333,meulaboh,0,ID,1578258000,81,4.14,96.13,80.40,6.78
334,kirakira,100,SB,1578258000,85,-10.46,161.92,80.55,7.85
335,linden,0,GY,1578258000,51,6.01,-58.31,82.11,4.32
336,srednekolymsk,10,RU,1578258000,78,67.46,153.71,-9.17,1.77
337,arona,0,IT,1578258000,68,45.76,8.56,35.92,2.04
338,merauke,100,ID,1578258000,97,-8.49,140.40,73.53,6.78
339,nabire,81,ID,1578258000,96,-3.36,135.50,71.80,1.79
340,oranjemund,0,ZA,1578258000,91,-28.55,16.43,62.89,12.39
341,madona,100,LV,1578258000,75,56.85,26.22,27.41,5.59
342,enderby,95,CA,1578258000,78,50.55,-119.14,41.34,3.96
343,tera,98,CY,1578258000,81,34.97,32.42,50.23,6.04
344,lavrentiya,19,RU,1578258000,87,65.58,-170.99,-12.98,8.32
345,tucumcari,0,US,1578258000,26,35.17,-103.73,52.81,4.56
346,svetlaya,0,RU,1578258000,54,46.54,138.33,20.79,15.75
347,namatanai,88,PG,1578258000,76,-3.66,152.44,82.56,5.79
348,mogadouro,7,PT,1578258000,75,41.34,-6.71,38.03,0.6
349,neepawa,0,CA,1578258000,78,50.23,-99.46,28.44,13.33
350,amapa,100,HN,1578258000,95,15.09,-87.97,67.71,3.65
351,egvekinot,55,RU,1578258000,82,66.32,-179.17,-11.54,10.6
352,naryan-mar,88,RU,1578258000,90,67.67,53.09,16.77,17.29
353,hambantota,13,LK,1578258000,80,6.12,81.12,79.54,20.83
354,bassila,0,BJ,1578258000,31,9.00,1.66,76.28,2.21
355,karoi,95,ZW,1578258000,92,-16.82,29.68,67.78,6.93
356,nouakchott,0,MR,1578258000,32,18.08,-15.98,69.30,13.22
357,atherton,53,AU,1578258000,93,-17.27,145.48,72.39,4.63
358,waipawa,0,NZ,1578258000,36,-39.94,176.59,69.15,21.3
359,curumani,26,CO,1578258000,53,9.20,-73.54,81.90,2.98
360,tautira,80,PF,1578258000,78,-17.73,-149.15,83.50,10.83
361,independencia,93,MX,1578258000,68,20.06,-97.05,66.27,4.5
362,humaita,0,AR,1578258000,40,-24.93,-65.37,87.13,6.58
363,mantua,0,IT,1578258000,87,45.16,10.79,41.27,6.64
364,nome,0,US,1578258000,49,30.04,-94.42,72.37,8.5
365,sayansk,80,RU,1578258000,91,54.11,102.18,4.75,4.94
366,sitarganj,100,IN,1578258000,64,28.92,79.70,50.05,2.84
367,ozernovskiy,85,RU,1578258000,80,51.50,156.52,29.41,37.58
368,caravelas,94,BR,1578258000,84,-17.73,-39.27,79.48,8.79
369,hofn,100,IS,1578258000,74,64.25,-15.21,43.52,12.55
370,chachapoyas,32,PE,1578258000,73,-6.23,-77.87,66.02,5.32
371,tommot,100,RU,1578258000,95,58.97,126.27,12.74,3.6
372,peleduy,100,RU,1578258000,93,59.63,112.75,13.48,13.38
373,palmer,1,AU,1578258000,65,-34.85,139.16,59.56,2.48
374,sertanopolis,12,BR,1578258000,77,-23.06,-51.04,81.32,1.97
375,rumonge,100,BI,1578258000,82,-3.97,29.44,66.97,4.83
376,nizhneudinsk,100,RU,1578258000,84,54.91,99.03,17.22,4.68
377,yebaishou,100,CN,1578258000,96,41.40,119.64,23.47,6.91
378,beyneu,76,KZ,1578258000,75,45.32,55.19,27.82,4.76
379,kulynychi,99,UA,1578258000,90,49.98,36.38,31.42,7.25
380,lagoa,0,PT,1578258000,73,37.14,-8.45,56.86,7.34
381,nazret,0,ET,1578258000,51,8.55,39.27,65.50,4.68
382,fuyu,100,CN,1578258000,95,47.79,124.46,7.23,6.98
383,gat,0,SN,1578258000,10,14.69,-16.54,71.80,10.58
384,takestan,0,IR,1578258000,63,36.07,49.69,31.53,6.98
385,dingli,100,IN,1578258000,52,28.39,75.51,56.16,7.74
386,zhangye,100,CN,1578258000,60,38.94,100.46,20.01,1.7
387,roald,100,NO,1578258000,85,62.58,6.12,45.16,17.78
388,ugoofaaru,3,MV,1578258000,80,5.67,73.00,81.90,12.57
389,maniitsoq,100,GL,1578258000,98,65.42,-52.90,9.97,36.26
